prompt_version,model_name,email_id,event_date,event_type,event_time,meal_type,attendee_count,external_guests,catering_type,office_location,dietary_requirements,room_location,av_equipment,extra_arrangements,missing_fields,draft_reply
v3,gpt-4o-mini,45,"Friday, December 1",Team-building event,16:00 - 18:30,Dinner,30,,Buffet-style dinner,,,Grand Café,To be confirmed,,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""extra_arrangements""]",
v3,gpt-4o-mini,46,March 14th,Gathering with DevOps partners,,Lunch,18,DevOps partners,Sandwiches or small buffet,,To be confirmed,Paris room,,,"[""event_time"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,47,January 22nd,Colleagues Visit,8:30 AM,Breakfast,15,Colleagues from the Berlin office,"Mix of pastries, fruits, coffee, and juice",Grand Café,,,Projector,,"[""dietary_requirements"", ""room_location"", ""extra_arrangements""]",
v3,gpt-4o-mini,48,October 10th,Client Workshop,,Lunch,25,Client,Simple lunch with sandwiches and salads,Hilversum,To be confirmed,Training room,,,"[""event_time"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,49,November 3rd,Internal team-building session,13:00 to evening,Light dinner,30,Internal team,To be confirmed,Utrecht,Vegetarian preferences,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,50,February 5th,Meeting with TechSavvy,10:00 AM,"Coffee, tea, and snacks",10,TechSavvy,To be confirmed,,To be confirmed,Boardroom,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,1,"Thursday, March 5th",Workshop for potential clients,10:00 AM to 3:00 PM,Light lunch,18,Potential clients,Sandwiches and salads,,,Orange Room,,Coffee and tea for the morning session,"[""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,2,"Monday, April 14th",Tech talk,1:00 PM onwards,Pizza or similar,25,,Easy meal (pizza or similar),Wibaut,,,,Reserve suitable room for entire afternoon,"[""external_guests"", ""dietary_requirements"", ""room_location"", ""av_equipment""]",
v3,gpt-4.1-nano,3,"Wednesday, July 22",Partner Event,2:00 PM to 6:00 PM,Snacks,15,Partner company SAP,Refreshments and snacks,,,,AV equipment for presentations,Advice on post-meeting dinner spot,"[""office_location"", ""dietary_requirements"", ""room_location""]",
v3,gpt-4.1-nano,4,"Friday, May 8th",Strategy session,12:30 PM,Lunch,7,,Wraps and salads,,Gluten-free attendee,Paris Room,,,"[""external_guests"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,5,June 10th,Client engagement session,10:00 AM to 4:00 PM,Lunch,20,Visitors from Ericsson,Buffet with multiple dietary options,,Multiple dietary options,Grand Café,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,6,"Thursday, September 15",Leadership workshop,around 12:30,Light lunch,18,External stakeholders,Selection of salads and wraps,,To be confirmed,A202,Projector,,"[""office_location"", ""extra_arrangements""]",
v3,gpt-4.1-nano,7,"Thursday, March 10",Client Workshop,9:00 AM,Breakfast,25,Client,Pastries and coffee,Hilversum,,Meeting room,,,"[""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,8,"Monday, October 3rd",Strategy session,10:00 to 3:00 PM,Lunch,15,,Sandwiches and fruit platter,,"To be confirmed, possible gluten-free request",G110,,,"[""external_guests"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,9,"Thursday, July 7th",Roundtable discussion,,,10,TechAdvantage,"Coffee, tea, and snacks",Laap,,Paris room,,Prepare the Paris room,"[""event_time"", ""meal_type"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,10,"Friday, August 20th",Internal training session,2:00 PM to 5:00 PM,,12,,,Wibaut,,training room II,,Set up a coffee station nearby,"[""meal_type"", ""external_guests"", ""catering_type"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,11,May 18,Client Workshop,,Lunch,15,KLM client,Simple lunch with sandwiches and salads,,,Grand Cafe,,Reserve a table for the group,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,12,"Tuesday, July 7",Strategy Meeting,09:00 - 15:00,Light breakfast and lunch,18,,Light breakfast and vegetarian lunch,Utrecht,To be confirmed,B201,,,"[""external_guests"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,13,June 14,Coding bootcamp,10:00 to 17:00,Snacks and drinks,25,A few from our partner company,Snacks and drinks,Amsterdam,,Training Room A,,,"[""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,14,"Friday, April 21",Leadership team lunch,,Lunch,8,,Catered lunch with sandwiches and fruit platter,Paris room,,Paris room,,Coffee and tea available,"[""event_time"", ""external_guests"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,15,March 30,Networking event,14:00 to 18:00,Finger foods and soft drinks,20,Guests from Deloitte,Selection of finger foods and soft drinks,,To be confirmed,Training Room C,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,16,"Monday, June 14",Brainstorming session with strategic partners,,Pastries and coffee,8-10,strategic partners,Pastries and coffee,,,A102,,Cost inquiry for setup,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,17,"Friday, October 23",Farewell gathering,,Lunch,15,,Catered lunch with vegan options,Hilversum,Vegan options for team member,Grand Cafe,,,"[""event_time"", ""external_guests"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,18,"Wednesday, February 10",Full day workshop for tech client,full day,Light lunch with sandwiches and drinks,no more than 18,tech client,Light lunch with sandwiches and drinks,Wibaut office,,training room,,Snacks for the afternoon session,"[""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,19,"Thursday, March 5",Meeting with client Appian,10:00 AM to 2:00 PM,Lunch,12,client Appian,Vegetarian options,Amsterdam,Vegetarian,B212,,,"[""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,20,"Tuesday, July 8",Group Visit from Paris Office,9 AM until 4 PM,Lunch,16,Group from Paris office,Simple lunch with coffee and snacks,,To be confirmed,Laap,,Coffee and snacks throughout the day,"[""office_location"", ""av_equipment""]",
v3,gpt-4.1-nano,21,"Thursday, July 15",Executive roundtable,8:00 AM,Light breakfast,12,,"Pastries, coffee, and tea",Amsterdam,Gluten-free options,Paris room,,,"[""external_guests"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,22,"Wednesday, August 10",Strategy workshop with Shell,2 PM to 5 PM,Sandwiches and coffee,15,Shell,Sandwiches and coffee,,,3.02,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,23,"Monday, September 5",Knowledge-sharing session,,Lunch,20,a few partners,Catered lunch with sandwiches and salad bar,Hilversum,Vegetarian option available,,,,"[""event_time"", ""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,24,"Friday, June 25",Team-building event,,Barbecue lunch,25,Colleagues from our Paris office,Barbecue,,,Rooftop terrace,Projector,Use rooftop terrace if weather permits,"[""event_time"", ""office_location"", ""dietary_requirements""]",
v3,gpt-4.1-nano,25,"Friday, October 22",Kick-off meeting for a new project,10:00 AM to 3:00 PM,"Snacks, coffee, and tea",To be confirmed,,"Snacks, coffee, and tea",Berlin,,Berlin room,,,"[""external_guests"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,26,"Thursday, April 13",Strategy session with partner ING,10:00 AM to 4:00 PM,Lunch,15,Partner ING,Lunch with vegetarian options,,Vegetarian options included,Amsterdam room,Projector,,"[""office_location"", ""extra_arrangements""]",
v3,gpt-4.1-nano,27,"Monday, March 8",Get-together for new hires,2:00 to 5:00 PM,Snacks,8,,Coffee and snacks,,,Grand Café,,,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,28,"Friday, November 15",Brainstorming session with Deloitte,9:00 AM,Light breakfast,12,Deloitte,Light breakfast,Paris room,,Paris room,,,"[""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,29,"Wednesday, August 23",Training day,,Lunch,18,Internal staff,Tentative lunch,,,B203,,To be confirmed,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,30,Next Tuesday,Partner Visit,1:00 PM to 5:00 PM,Coffee and tea,20,Partner Salesforce,Coffee and tea service,,To be confirmed,A101,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,31,March 15th,Strategy catch-up,10:00 AM to 12:00 PM,Light snacks and coffee,8,,Light snacks and coffee,,,Room B211,,Check room availability,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,32,February 5th,Partner Visit,,Lunch,14,3 external guests,Simple lunch with assorted sandwiches and vegetarian option,Rotterdam,To be confirmed,Suitable meeting room,Water and tea available throughout the meeting,,"[""event_time"", ""extra_arrangements""]",
v3,gpt-4.1-nano,33,April 22nd,Team Meeting,8:30 AM to noon,Breakfast,10,,Pastries and fruit,Grand Café,,Room 3.02,,,"[""external_guests"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,34,July 9th,Project review session,2 PM to 5 PM,Snacks,15,,,Amsterdam,To be confirmed,A302,Projector,Coffee and snacks,"[""external_guests"", ""catering_type""]",
v3,gpt-4.1-nano,35,August 3rd,Workshop,9:00 AM to noon,Sandwiches and drinks,6,2 guests,Sandwiches and drinks,Hilversum,To be confirmed,Available space in Hilversum office,,,"[""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,36,"Wednesday, July 22",Internal workshop for DevOps team,10:00 AM to 3:00 PM,Lunch,18,Internal DevOps team,Salads and sandwiches,Hilversum,Vegan,Training room,Projector,,"[""extra_arrangements""]",
v3,gpt-4.1-nano,37,"Friday, August 7th",Partner Meeting with AWS,11:00 AM to 3:00 PM,Lunch,12,AWS partner,Wraps and fruit platters,Wibaut,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,38,"Monday, September 14",Team-building session,2:00 PM,,25,,Snacks and drinks,,,Bangalore room,,Session in the afternoon,"[""meal_type"", ""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4.1-nano,39,"Thursday, October 15th",Client Meeting with ING,1:00 PM until 5:00 PM,Catered lunch with vegetarian options,15,Client from ING,Vegetarian lunch,Amsterdam,Vegetarian options,Paris room,,Setup with chairs in a semicircle,"[""av_equipment""]",
v3,gpt-4.1-nano,40,"Tuesday, November 3",Internal product demo,full day,Sandwiches,20,,Light lunch,Wibaut,,Training Room A,Projector,,"[""external_guests"", ""dietary_requirements"", ""extra_arrangements""]",
v3,gpt-4.1-nano,41,October 25,Strategy session with key partners,14:00 to 18:00,Light refreshments,18,4 from external companies,Sandwiches and drinks,Laap office,To be confirmed,Larger training rooms,,,"[""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,42,"Friday, November 7",Meeting with client,10:00 AM to 1:00 PM,Lunch,15,client,"Sandwiches and salads, vegetarian-friendly option",Hilversum,Vegetarian-friendly,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,43,"Monday, October 20",Internal workshop on Agile practices,9:00 AM to 3:00 PM,Snacks,25,a couple of guests,Coffee and tea setup with snacks,Wibaut office,Gluten-free (to be confirmed),,,None,"[""room_location"", ""av_equipment""]",
v3,gpt-4.1-nano,44,"Thursday, October 12",Meeting,8:30 to 11:30,Breakfast,12,partners from Appian,"Catered breakfast with pastries, fruits, and juices",Amsterdam,To be confirmed,Boardroom,,,"[""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,45,"Friday, December 1",Team-building event,16:00 to 18:30,Dinner,30,,Buffet-style dinner,Grand Café,,,AV equipment for presentations,Space for about 30 people,"[""external_guests"", ""dietary_requirements"", ""room_location""]",
v3,gpt-4.1-nano,46,March 14th,Small gathering with DevOps partners,,Lunch,18,DevOps partners,Sandwiches or small buffet,,To be confirmed,Paris room,,,"[""event_time"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,47,January 22nd,Colleague Visit,8:30 AM,Breakfast,15,Colleagues from Berlin office,"Pastries, fruits, coffee, and juice",,,Grand Café,Projector,Feasibility confirmation,"[""office_location"", ""dietary_requirements""]",
v3,gpt-4.1-nano,48,October 10th,Client Workshop,,Lunch,25,client,Simple lunch with sandwiches and salads,Hilversum,To be confirmed,training room,,,"[""event_time"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,49,November 3rd,Internal team-building session,13:00 into the evening,Light dinner,30,,Light dinner,Utrecht,Vegetarian preferences,,,,"[""external_guests"", ""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4.1-nano,50,February 5th,Meeting with new partner TechSavvy,10:00 AM,Snacks,10,TechSavvy,"Coffee, tea, and snacks",,To be confirmed,Boardroom,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
